READ,aD0KPipoOuA,1201640369.053833,213
READ,hqHpI_CBz0I,1201640370.510075,209
READ,Svbzp-gLPOA,1201640370.533873,139
READ,2nN8Nlretuo,1201640373.051274,11
READ,2nN8Nlretuo,1201640374.060064,11
READ,iVPsXzSuXUc,1201640375.734754,3
READ,Z_gKOCb4QBA,1201640378.236822,33
READ,X_loG8AQKtY,1201640378.339825,43
READ,vzYIgZWfdgQ,1201640378.587816,11
READ,b_2UjlF_0Cw,1201640380.362763,21
READ,XN70wJULvns,1201640381.950372,265
READ,XcoFHAdgn3U,1201640382.373839,67
READ,1uL98qTCFl4,1201640382.386445,433
READ,ktUSIJEiOug,1201640383.539754,416
READ,fQuKg7iDvpo,1201640383.942985,3
READ,F3wbcZTBl68,1201640385.617361,3
READ,eWLHQ3S-Oq8,1201640385.639893,553
READ,ah7SHjEAhtw,1201640388.721752,5
READ,OmS977qJgfo,1201640389.210092,2
READ,W2wjhPvm3ik,1201640394.103033,353
READ,mALChQpko1s,1201640398.146321,32
READ,JfdhZfXiIwk,1201640402.739891,11
READ,xQA29JrNHY8,1201640404.031861,3
READ,dh1H8e2y7pw,1201640404.694101,127
READ,HG5B-XFtw4c,1201640410.637407,310
READ,AuQBi1mKWYY,1201640410.767911,201
READ,O9gg6LwF2ow,1201640413.256370,2
READ,subwDAZtEN0,1201640414.747305,11
READ,XJ9bcEKbFUQ,1201640415.453018,16
READ,NyEtmfQCxbY,1201640415.520538,5
READ,4vyaSd7edJ8,1201640420.624232,230
READ,wWJaQYmuIEo,1201640422.052179,2
READ,JAVlk4F2qkw,1201640423.215603,67
READ,HbhVI4UI32Y,1201640425.170818,540
READ,VJCkHu3trKc,1201640430.548547,14
READ,O9gg6LwF2ow,1201640432.365915,2
READ,kQdvvpdvhWU,1201640432.745206,406
READ,FMqftVhOuTw,1201640433.427681,2
READ,O9gg6LwF2ow,1201640434.651190,2
READ,u9RxU_5_c8M,1201640436.856809,311
READ,JaUhOi1_wyA,1201640436.965936,331
READ,O9gg6LwF2ow,1201640437.076043,2
READ,1eTvHe-B_pQ,1201640437.258525,11
READ,t5LETco0zyo,1201640443.206343,11
READ,Vg9Z5vcD_08,1201640448.671055,14
READ,Ni9TBUNZn9Q,1201640448.837713,1011
READ,6-TdvZkVKC8,1201640449.366936,3
READ,1sICFxiNTTs,1201640451.656895,11
READ,vr3qUehqlW8,1201640454.931023,3
READ,yU2WZSCB_Y0,1201640455.162446,1052
READ,_kYSEEBooQQ,1201640456.049641,2
READ,FJ2UzCZiKgU,1201640457.867881,2
READ,4i9r06XnI8o,1201640458.651538,3
READ,EVcyNANK5cY,1201640459.903346,169
READ,O788QHEarF8,1201640459.989941,2
READ,zprECNPt6DQ,1201640460.197440,57
READ,qETcxFdnSqM,1201640461.278631,68
READ,e_tHKMA892w,1201640461.486647,3
READ,OaOrUcNrVuo,1201640462.036057,2
READ,HV2ZnnJQmoQ,1201640476.469709,3
READ,DKhnmUdmz74,1201640479.711323,3
READ,5yQzsFcZp-0,1201640482.191593,210
READ,e_u9IBlYCmo,1201640484.185730,364
READ,rXIi6ExaFB0,1201640484.830075,3
READ,wxp3zqIqO68,1201640490.304105,565
READ,Z20j01iQJ0E,1201640496.753347,3
READ,j-_ZTqhEL2s,1201640498.756472,29
READ,klIeYU0UUuQ,1201640499.638854,9
READ,epUIRJiYEWo,1201640501.851319,304
READ,UYb83KM4at4,1201640505.664879,3
READ,cE88FVfvYtg,1201640518.377135,115
READ,VATy4ojQFDs,1201640519.158300,659
READ,vnDxn89vpZs,1201640520.042621,257
READ,nMupwUD8vzk,1201640524.724327,3
READ,PLnRPx-lrl4,1201640526.626577,2
READ,eya2kNoQbJQ,1201640526.655431,2
READ,fZl2wq_mRw8,1201640528.075900,2
READ,GPWlkWsJk5U,1201640529.176832,11
READ,UjsPF-OdcOo,1201640529.265826,3
READ,Y5zF0ah5KVE,1201640530.672774,3
READ,HV2ZnnJQmoQ,1201640534.105565,3
READ,j-_ZTqhEL2s,1201640535.224192,29
READ,j-_ZTqhEL2s,1201640537.603408,29
READ,zI2uwlSLuU0,1201640538.460963,2
READ,TfeD5mnLbBI,1201640543.153285,11
READ,YbY2a3-6I4U,1201640543.505652,119
READ,VATy4ojQFDs,1201640546.008076,659
READ,5mabSEOyCrU,1201640546.071142,2
READ,3oyCcMG8WL4,1201640548.652690,308
READ,nUCUrIBIVC8,1201640553.705609,2
READ,4E1hR5R-6E0,1201640556.443183,11
READ,ZWXoRnXp0XM,1201640556.546250,2
READ,vNIwP_wK_30,1201640557.325860,5
READ,8MMc3f588yc,1201640557.509377,11
READ,mkxdaA2wppM,1201640557.726771,2
READ,ZD5rcUV-UG4,1201640558.342390,2
READ,_6sGzb6oyI8,1201640560.199469,252
READ,KxFFTaKuoSw,1201640562.958037,3
READ,nrF8vxLRDNE,1201640564.226160,3
READ,45YqzscgfEE,1201640564.438846,53
READ,J5jk4XSovWE,1201640565.039472,6
READ,QWNoiVrJDsE,1201640566.837226,334
READ,S7amYNaPTRI,1201640567.401005,11
READ,SXqyYEvfI4s,1201640571.372368,2
READ,2P8YvzEtWRo,1201640574.429711,2
READ,k0hOm4sD-Lo,1201640581.896083,2
READ,k0hOm4sD-Lo,1201640585.350080,2
READ,Xmm4mKodKk0,1201640586.009639,11
READ,IwXzjAX8z3k,1201640586.761897,11
READ,9u43QayiHsA,1201640587.314652,83
READ,GM0bs2wPP04,1201640589.324750,26
READ,4E1hR5R-6E0,1201640589.386904,11
READ,4E1hR5R-6E0,1201640591.216139,11
READ,FJ2UzCZiKgU,1201640592.574549,2
READ,1eTvHe-B_pQ,1201640593.627855,11
READ,57kmHeBUS8g,1201640597.725538,11
READ,Ny2c20ee0bY,1201640601.330905,3
READ,my5xBrg5UH8,1201640602.256241,79
READ,Q853WCafM5c,1201640602.736613,3
READ,PHftynDEdnI,1201640604.287385,1300
READ,hVsAUj1ZMpM,1201640604.427081,11
READ,_6eue0Nquqk,1201640605.982375,100
READ,2qjeXZsRbqk,1201640606.350755,3284
READ,EVcyNANK5cY,1201640607.544288,169
READ,KMGPI7G-LME,1201640609.247541,47
READ,PHftynDEdnI,1201640609.328166,1300
READ,ITOzjZzHdlI,1201640610.402107,274
READ,vNc5o9TU0t0,1201640611.781077,158
READ,RthZgszykLs,1201640615.940588,80
READ,YAPPGv556jU,1201640620.398284,152
READ,N6Qq3gJhuE4,1201640621.568162,272
READ,T3VrbV2Y7Us,1201640621.777951,2
READ,22_JNKflY6I,1201640624.464671,11
READ,OYA16z2-xFg,1201640624.968905,2
READ,PrdRrAjpcDM,1201640626.769049,1757
READ,hp8l3UerZ5w,1201640626.845580,171
READ,712cMG7DYY0,1201640627.009082,3
READ,APN-EHHX1-M,1201640628.883709,138
READ,APN-EHHX1-M,1201640631.354901,138
READ,tLDAb_nq7vc,1201640632.079801,2
READ,ya1-3MQNOrk,1201640634.469351,33
READ,CWYpexJp4wM,1201640635.046926,374
READ,APN-EHHX1-M,1201640635.540893,138
READ,hp8l3UerZ5w,1201640637.790345,171
READ,APN-EHHX1-M,1201640638.042331,138
READ,opsMFXnyWag,1201640638.804255,90
READ,g1oRXkGAO60,1201640643.477666,369
READ,FJ2UzCZiKgU,1201640643.876275,2
READ,W7askBmF4_c,1201640647.362546,124
READ,zmzznG1LR5M,1201640648.314820,364
READ,zmzznG1LR5M,1201640653.529806,364
READ,xepIY8i00C4,1201640653.822882,2
READ,DkL8mSCO0b8,1201640655.762913,0
READ,koGpEq46fys,1201640656.107704,3
READ,tLDAb_nq7vc,1201640657.730318,2
READ,-_J3A8C2fBA,1201640658.030596,57
READ,tEZQ74t-2LY,1201640658.891274,2
READ,tLDAb_nq7vc,1201640660.258085,2
READ,b_2UjlF_0Cw,1201640662.766879,21
READ,i2spZ-NDfS4,1201640664.960004,2
READ,opce8AT77Q8,1201640665.846562,147
READ,tLDAb_nq7vc,1201640667.126536,2
READ,tLDAb_nq7vc,1201640668.791599,2
READ,P_eEE12R8Gw,1201640669.138035,154
READ,O2vJUadjdmo,1201640670.372840,29
READ,tLDAb_nq7vc,1201640670.683517,2
READ,jBcwAJZGXsk,1201640670.742881,11
READ,6PTjRQEfc_M,1201640671.094522,3
READ,GOKQncj1I18,1201640672.931398,3
READ,tLDAb_nq7vc,1201640672.947521,2
READ,3u5qSVEHYJY,1201640676.578568,662
READ,Lyd8XXmAI-4,1201640678.551868,192
READ,Oao58LsKn64,1201640680.639560,11
READ,BgoOihBb78w,1201640681.384990,279
READ,PF8vzNWf2W4,1201640689.476899,136
READ,_2v9u6n4whY,1201640690.107881,41
READ,pwHHbtPe-2Q,1201640691.938946,164
READ,fktLxDVJf4U,1201640696.332030,2
READ,PXVn-fyhgKs,1201640696.337580,1161
READ,CNPvdsJS-qE,1201640700.208101,119
READ,ubzfibMgEH4,1201640700.664750,970
READ,ubzfibMgEH4,1201640705.881791,970
READ,qI8I6qcxWyU,1201640707.131342,341
READ,09fsUJ_i66I,1201640707.583625,266
READ,ZU7tzVu2h6k,1201640708.048520,319
READ,OmS977qJgfo,1201640712.984523,2
READ,zMym-F04LDs,1201640717.733859,59
READ,hQszCY2Pj48,1201640722.336075,107
READ,wHkwhUtJGtM,1201640724.055943,2
READ,KAufRfxKqtU,1201640725.173164,2649
READ,xepIY8i00C4,1201640728.814663,2
READ,PFRNdhCVQcw,1201640728.948530,623
READ,xQERRbU23bU,1201640730.878683,2
READ,eVrS_KhWWW8,1201640736.981848,11
READ,DA36SXkVFKI,1201640739.615967,3
READ,xQERRbU23bU,1201640740.184982,2
READ,7o5kdDPgojU,1201640741.122845,2
READ,otTIbE0z-Xw,1201640742.036085,11
READ,xQERRbU23bU,1201640742.414644,2
READ,ffrq6cUoE5A,1201640743.611658,88
READ,vK45ZZvqFvM,1201640744.741751,135
READ,xQERRbU23bU,1201640749.245315,2
READ,PrdRrAjpcDM,1201640749.993786,1757
READ,1eTvHe-B_pQ,1201640750.403970,11
READ,fQnuWovMlI4,1201640751.050467,168
READ,RGKGxfnG1FI,1201640756.689769,11
READ,jRaMpGG1HVk,1201640757.707278,453
READ,MQfS1Y3pDHY,1201640760.261671,3
READ,f8cxM9MgL8Q,1201640762.125989,257
READ,rirh_B1ZdCs,1201640764.866137,2
READ,htM3LhX27mc,1201640766.232485,110
READ,ILxUpK5YY_8,1201640767.284686,770
READ,0p88mar1zBA,1201640767.460602,347
READ,nJKrc67U16I,1201640768.513685,31
READ,J34WWd_6hRY,1201640769.311632,45
READ,BeXMUZzMptQ,1201640772.596847,74
READ,eb-FIdshnVg,1201640775.373032,2
READ,FeqqHjyWWtI,1201640785.216992,3
READ,iHzRscHdoe0,1201640786.193947,146
READ,lRWKEG11LFs,1201640791.115944,0
READ,Or2NRryx2zA,1201640792.881470,10
READ,6Ay7Mo6FH1k,1201640793.391068,11
READ,32mIigPzS0Y,1201640793.465634,11
READ,LenldZAVjA0,1201640796.828416,2
READ,EkQciZIuexI,1201640799.918756,306
READ,tyYPAJhGOuU,1201640800.372050,11
READ,32mIigPzS0Y,1201640801.009885,11
READ,QeLzQNsMBiM,1201640801.492948,13
READ,YAPPGv556jU,1201640804.770801,152
READ,ktUSIJEiOug,1201640807.036216,416
READ,EkQciZIuexI,1201640807.408912,306
READ,rtAS308PyZ8,1201640807.826012,20
READ,EkQciZIuexI,1201640808.405811,306
READ,SzkBYKFXrak,1201640810.552899,22
READ,EkQciZIuexI,1201640811.594341,306
READ,irp8CNj9qBI,1201640813.382388,3
READ,EkQciZIuexI,1201640813.757645,306
READ,MTr7VEkjHw0,1201640813.965904,256
READ,Hkt3so8aP_Q,1201640815.955060,466
READ,U7Uhgm5Ox9Q,1201640817.458177,542
READ,swUbRa_ijVw,1201640818.111043,52
READ,Ri5zQhIv9O0,1201640818.654056,14
READ,EkQciZIuexI,1201640821.135482,306
READ,PoCm49C0L7w,1201640822.518038,20
READ,EkQciZIuexI,1201640823.540544,306
READ,HToDmnOXf_M,1201640824.124715,2
READ,3-F5L1S7LKU,1201640824.620343,355
READ,EkQciZIuexI,1201640825.423492,306
READ,RwnEMYWpeuY,1201640826.107086,587
READ,32mIigPzS0Y,1201640826.236325,11
READ,93Q8WZ8C3Tg,1201640826.275948,218
READ,wK3lRZSEa4o,1201640827.493126,82
